"District","Party","Percentage","validVotesPercentage","Votes","Council","District"
"Ervidel","PNR",0,0,0,"Aljustrel","Beja"
"Ervidel","PPM",0,0,0,"Aljustrel","Beja"
"Ervidel","PTP",0,0,0,"Aljustrel","Beja"
"Messejana","PS",45.5,47.06,192,"Aljustrel","Beja"
"Messejana","PCP-PEV",29.86,30.88,126,"Aljustrel","Beja"
"Messejana","B.E.",7.58,7.84,32,"Aljustrel","Beja"
"Messejana","PPD/PSD",5.45,5.64,23,"Aljustrel","Beja"
"Messejana","PAN",1.9,1.96,8,"Aljustrel","Beja"
"Messejana","CDS-PP",1.18,1.23,5,"Aljustrel","Beja"
"Messejana","CH",1.18,1.23,5,"Aljustrel","Beja"
"Messejana","MPT",1.18,1.23,5,"Aljustrel","Beja"
"Messejana","PCTP/MRPP",1.18,1.23,5,"Aljustrel","Beja"
"Messejana","L",0.47,0.49,2,"Aljustrel","Beja"
"Messejana","A",0.24,0.25,1,"Aljustrel","Beja"
"Messejana","IL",0.24,0.25,1,"Aljustrel","Beja"
"Messejana","PDR",0.24,0.25,1,"Aljustrel","Beja"
"Messejana","PNR",0.24,0.25,1,"Aljustrel","Beja"
"Messejana","PTP",0.24,0.25,1,"Aljustrel","Beja"
"Messejana","NC",0,0,0,"Aljustrel","Beja"
"Messejana","PPM",0,0,0,"Aljustrel","Beja"
"São João de Negrilhos","PS",51.08,53.01,379,"Aljustrel","Beja"
"São João de Negrilhos","PCP-PEV",26.42,27.41,196,"Aljustrel","Beja"
"São João de Negrilhos","PPD/PSD",6.87,7.13,51,"Aljustrel","Beja"
"São João de Negrilhos","B.E.",5.53,5.73,41,"Aljustrel","Beja"
"São João de Negrilhos","PCTP/MRPP",2.02,2.1,15,"Aljustrel","Beja"
"São João de Negrilhos","CH",1.62,1.68,12,"Aljustrel","Beja"
"São João de Negrilhos","CDS-PP",1.08,1.12,8,"Aljustrel","Beja"
"São João de Negrilhos","PAN",0.67,0.7,5,"Aljustrel","Beja"
"São João de Negrilhos","L",0.4,0.42,3,"Aljustrel","Beja"
"São João de Negrilhos","MPT",0.27,0.28,2,"Aljustrel","Beja"
"São João de Negrilhos","NC",0.13,0.14,1,"Aljustrel","Beja"
"São João de Negrilhos","PNR",0.13,0.14,1,"Aljustrel","Beja"
"São João de Negrilhos","PPM",0.13,0.14,1,"Aljustrel","Beja"
"São João de Negrilhos","A",0,0,0,"Aljustrel","Beja"
"São João de Negrilhos","IL",0,0,0,"Aljustrel","Beja"
"São João de Negrilhos","PDR",0,0,0,"Aljustrel","Beja"
"São João de Negrilhos","PTP",0,0,0,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PCP-PEV",36.31,37.35,1005,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PS",36.31,37.35,1005,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","B.E.",10.01,10.29,277,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PPD/PSD",5.96,6.13,165,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PAN",2.42,2.49,67,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PCTP/MRPP",1.66,1.71,46,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","CDS-PP",1.41,1.45,39,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","CH",1.34,1.37,37,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","L",0.51,0.52,14,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","A",0.36,0.37,10,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PNR",0.25,0.26,7,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","IL",0.18,0.19,5,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","NC",0.18,0.19,5,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","MPT",0.11,0.11,3,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PDR",0.07,0.07,2,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PPM",0.07,0.07,2,"Aljustrel","Beja"
"Aljustrel e Rio de Moinhos","PTP",0.07,0.07,2,"Aljustrel","Beja"
"Rosário","PS",46.04,49,122,"Almodôvar","Beja"
"Rosário","B.E.",14.72,15.66,39,"Almodôvar","Beja"
"Rosário","PPD/PSD",14.72,15.66,39,"Almodôvar","Beja"
"Rosário","PCP-PEV",12.08,12.85,32,"Almodôvar","Beja"
"Rosário","CDS-PP",1.89,2.01,5,"Almodôvar","Beja"
"Rosário","CH",1.51,1.61,4,"Almodôvar","Beja"
"Rosário","MPT",0.75,0.8,2,"Almodôvar","Beja"
"Rosário","PCTP/MRPP",0.75,0.8,2,"Almodôvar","Beja"
"Rosário","IL",0.38,0.4,1,"Almodôvar","Beja"
"Rosário","PAN",0.38,0.4,1,"Almodôvar","Beja"
"Rosário","PNR",0.38,0.4,1,"Almodôvar","Beja"
"Rosário","PPM",0.38,0.4,1,"Almodôvar","Beja"
"Rosário","A",0,0,0,"Almodôvar","Beja"
"Rosário","L",0,0,0,"Almodôvar","Beja"
"Rosário","NC",0,0,0,"Almodôvar","Beja"
"Rosário","PDR",0,0,0,"Almodôvar","Beja"
"Rosário","PTP",0,0,0,"Almodôvar","Beja"
"Santa Cruz","PS",57.91,58.7,172,"Almodôvar","Beja"
"Santa Cruz","PPD/PSD",15.15,15.36,45,"Almodôvar","Beja"
"Santa Cruz","PCP-PEV",10.77,10.92,32,"Almodôvar","Beja"
"Santa Cruz","B.E.",6.06,6.14,18,"Almodôvar","Beja"
"Santa Cruz","CDS-PP",4.38,4.44,13,"Almodôvar","Beja"
"Santa Cruz","CH",0.67,0.68,2,"Almodôvar","Beja"
"Santa Cruz","PCTP/MRPP",0.67,0.68,2,"Almodôvar","Beja"
"Santa Cruz","PDR",0.67,0.68,2,"Almodôvar","Beja"
"Santa Cruz","IL",0.34,0.34,1,"Almodôvar","Beja"
"Santa Cruz","MPT",0.34,0.34,1,"Almodôvar","Beja"
"Santa Cruz","NC",0.34,0.34,1,"Almodôvar","Beja"
"Santa Cruz","PAN",0.34,0.34,1,"Almodôvar","Beja"
"Santa Cruz","PNR",0.34,0.34,1,"Almodôvar","Beja"
"Santa Cruz","PPM",0.34,0.34,1,"Almodôvar","Beja"
"Santa Cruz","PTP",0.34,0.34,1,"Almodôvar","Beja"
"Santa Cruz","A",0,0,0,"Almodôvar","Beja"
"Santa Cruz","L",0,0,0,"Almodôvar","Beja"
"São Barnabé","PS",53.66,56.41,110,"Almodôvar","Beja"
"São Barnabé","PPD/PSD",24.39,25.64,50,"Almodôvar","Beja"
"São Barnabé","B.E.",9.27,9.74,19,"Almodôvar","Beja"
"São Barnabé","PCP-PEV",2.44,2.56,5,"Almodôvar","Beja"
"São Barnabé","PCTP/MRPP",1.95,2.05,4,"Almodôvar","Beja"
"São Barnabé","CDS-PP",0.98,1.03,2,"Almodôvar","Beja"
"São Barnabé","A",0.49,0.51,1,"Almodôvar","Beja"
"São Barnabé","CH",0.49,0.51,1,"Almodôvar","Beja"
"São Barnabé","MPT",0.49,0.51,1,"Almodôvar","Beja"
"São Barnabé","PAN",0.49,0.51,1,"Almodôvar","Beja"
"São Barnabé","PNR",0.49,0.51,1,"Almodôvar","Beja"
"São Barnabé","IL",0,0,0,"Almodôvar","Beja"
"São Barnabé","L",0,0,0,"Almodôvar","Beja"
"São Barnabé","NC",0,0,0,"Almodôvar","Beja"
"São Barnabé","PDR",0,0,0,"Almodôvar","Beja"
"São Barnabé","PPM",0,0,0,"Almodôvar","Beja"
"São Barnabé","PTP",0,0,0,"Almodôvar","Beja"
"Aldeia dos Fernandes","PS",51.67,52.85,139,"Almodôvar","Beja"
"Aldeia dos Fernandes","PPD/PSD",13.38,13.69,36,"Almodôvar","Beja"
"Aldeia dos Fernandes","PCP-PEV",12.64,12.93,34,"Almodôvar","Beja"
"Aldeia dos Fernandes","B.E.",10.41,10.65,28,"Almodôvar","Beja"
"Aldeia dos Fernandes","PAN",2.97,3.04,8,"Almodôvar","Beja"
"Aldeia dos Fernandes","IL",2.23,2.28,6,"Almodôvar","Beja"
"Aldeia dos Fernandes","CDS-PP",1.49,1.52,4,"Almodôvar","Beja"
"Aldeia dos Fernandes","CH",1.12,1.14,3,"Almodôvar","Beja"
"Aldeia dos Fernandes","PCTP/MRPP",0.74,0.76,2,"Almodôvar","Beja"
"Aldeia dos Fernandes","L",0.37,0.38,1,"Almodôvar","Beja"
"Aldeia dos Fernandes","MPT",0.37,0.38,1,"Almodôvar","Beja"
"Aldeia dos Fernandes","PDR",0.37,0.38,1,"Almodôvar","Beja"
"Aldeia dos Fernandes","A",0,0,0,"Almodôvar","Beja"
"Aldeia dos Fernandes","NC",0,0,0,"Almodôvar","Beja"
"Aldeia dos Fernandes","PNR",0,0,0,"Almodôvar","Beja"
"Aldeia dos Fernandes","PPM",0,0,0,"Almodôvar","Beja"
"Aldeia dos Fernandes","PTP",0,0,0,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PS",45.86,47.36,842,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PPD/PSD",19.17,19.8,352,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","B.E.",13.4,13.84,246,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PCP-PEV",8.88,9.17,163,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","CDS-PP",2.67,2.76,49,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PAN",2.07,2.14,38,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","CH",0.93,0.96,17,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PCTP/MRPP",0.93,0.96,17,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","L",0.65,0.67,12,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","A",0.44,0.45,8,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","MPT",0.38,0.39,7,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PNR",0.38,0.39,7,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PTP",0.38,0.39,7,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","IL",0.33,0.34,6,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","NC",0.16,0.17,3,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PDR",0.11,0.11,2,"Almodôvar","Beja"
"Almodôvar e Graça dos Padrões","PPM",0.11,0.11,2,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PS",50.37,53.39,205,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PPD/PSD",19.16,20.31,78,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","B.E.",9.34,9.9,38,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PCP-PEV",8.11,8.59,33,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","CDS-PP",3.19,3.39,13,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PAN",1.23,1.3,5,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","L",0.74,0.78,3,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PCTP/MRPP",0.74,0.78,3,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","CH",0.49,0.52,2,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","MPT",0.49,0.52,2,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PDR",0.25,0.26,1,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PNR",0.25,0.26,1,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","A",0,0,0,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","IL",0,0,0,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","NC",0,0,0,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PPM",0,0,0,"Almodôvar","Beja"
"Santa Clara-a-Nova e Gomes Aires","PTP",0,0,0,"Almodôvar","Beja"
"Alvito","PS",29.92,31.34,152,"Alvito","Beja"
"Alvito","PCP-PEV",23.62,24.74,120,"Alvito","Beja"
"Alvito","PPD/PSD",17.91,18.76,91,"Alvito","Beja"
"Alvito","B.E.",9.45,9.9,48,"Alvito","Beja"
"Alvito","CH",5.91,6.19,30,"Alvito","Beja"
"Alvito","PCTP/MRPP",2.17,2.27,11,"Alvito","Beja"
"Alvito","PAN",1.97,2.06,10,"Alvito","Beja"
"Alvito","CDS-PP",1.77,1.86,9,"Alvito","Beja"
"Alvito","PNR",0.98,1.03,5,"Alvito","Beja"
"Alvito","IL",0.79,0.82,4,"Alvito","Beja"
"Alvito","L",0.59,0.62,3,"Alvito","Beja"
"Alvito","A",0.39,0.41,2,"Alvito","Beja"
"Alvito","MPT",0,0,0,"Alvito","Beja"
"Alvito","NC",0,0,0,"Alvito","Beja"
"Alvito","PDR",0,0,0,"Alvito","Beja"
"Alvito","PPM",0,0,0,"Alvito","Beja"
"Alvito","PTP",0,0,0,"Alvito","Beja"
"Vila Nova da Baronia","PS",45.93,47.93,220,"Alvito","Beja"
"Vila Nova da Baronia","PCP-PEV",19.42,20.26,93,"Alvito","Beja"
"Vila Nova da Baronia","PPD/PSD",10.23,10.68,49,"Alvito","Beja"
"Vila Nova da Baronia","B.E.",6.26,6.54,30,"Alvito","Beja"
"Vila Nova da Baronia","CH",3.55,3.7,17,"Alvito","Beja"
"Vila Nova da Baronia","PCTP/MRPP",2.51,2.61,12,"Alvito","Beja"
"Vila Nova da Baronia","L",2.3,2.4,11,"Alvito","Beja"
"Vila Nova da Baronia","PAN",2.09,2.18,10,"Alvito","Beja"
"Vila Nova da Baronia","CDS-PP",1.88,1.96,9,"Alvito","Beja"
"Vila Nova da Baronia","MPT",0.63,0.65,3,"Alvito","Beja"
"Vila Nova da Baronia","PDR",0.42,0.44,2,"Alvito","Beja"
"Vila Nova da Baronia","A",0.21,0.22,1,"Alvito","Beja"
"Vila Nova da Baronia","IL",0.21,0.22,1,"Alvito","Beja"
"Vila Nova da Baronia","PNR",0.21,0.22,1,"Alvito","Beja"
"Vila Nova da Baronia","NC",0,0,0,"Alvito","Beja"
"Vila Nova da Baronia","PPM",0,0,0,"Alvito","Beja"
"Vila Nova da Baronia","PTP",0,0,0,"Alvito","Beja"
"Barrancos","PS",39.67,41.55,263,"Barrancos","Beja"
"Barrancos","PCP-PEV",23.53,24.64,156,"Barrancos","Beja"
"Barrancos","PPD/PSD",12.07,12.64,80,"Barrancos","Beja"
"Barrancos","B.E.",7.39,7.74,49,"Barrancos","Beja"
"Barrancos","CDS-PP",6.18,6.48,41,"Barrancos","Beja"
"Barrancos","CH",2.26,2.37,15,"Barrancos","Beja"
"Barrancos","PAN",1.21,1.26,8,"Barrancos","Beja"
"Barrancos","PCTP/MRPP",1.06,1.11,7,"Barrancos","Beja"
"Barrancos","MPT",0.75,0.79,5,"Barrancos","Beja"
"Barrancos","PPM",0.45,0.47,3,"Barrancos","Beja"
"Barrancos","A",0.3,0.32,2,"Barrancos","Beja"
"Barrancos","L",0.3,0.32,2,"Barrancos","Beja"
"Barrancos","NC",0.3,0.32,2,"Barrancos","Beja"
"Barrancos","IL",0,0,0,"Barrancos","Beja"
"Barrancos","PDR",0,0,0,"Barrancos","Beja"
"Barrancos","PNR",0,0,0,"Barrancos","Beja"
"Barrancos","PTP",0,0,0,"Barrancos","Beja"
"Baleizão","PCP-PEV",46.38,48.12,192,"Beja","Beja"
"Baleizão","PS",28.74,29.82,119,"Beja","Beja"
"Baleizão","B.E.",10.87,11.28,45,"Beja","Beja"
"Baleizão","PCTP/MRPP",3.38,3.51,14,"Beja","Beja"
"Baleizão","PPD/PSD",3.38,3.51,14,"Beja","Beja"
"Baleizão","CH",1.45,1.5,6,"Beja","Beja"
"Baleizão","PAN",0.97,1,4,"Beja","Beja"
"Baleizão","CDS-PP",0.48,0.5,2,"Beja","Beja"
"Baleizão","L",0.48,0.5,2,"Beja","Beja"
"Baleizão","PPM",0.24,0.25,1,"Beja","Beja"
"Baleizão","A",0,0,0,"Beja","Beja"
"Baleizão","IL",0,0,0,"Beja","Beja"
"Baleizão","MPT",0,0,0,"Beja","Beja"
"Baleizão","NC",0,0,0,"Beja","Beja"
"Baleizão","PDR",0,0,0,"Beja","Beja"
"Baleizão","PNR",0,0,0,"Beja","Beja"
"Baleizão","PTP",0,0,0,"Beja","Beja"
"Beringel","PS",46.72,48.11,292,"Beja","Beja"
"Beringel","PCP-PEV",23.04,23.72,144,"Beja","Beja"
"Beringel","PPD/PSD",13.44,13.84,84,"Beja","Beja"
"Beringel","B.E.",7.04,7.25,44,"Beja","Beja"
"Beringel","CH",1.76,1.81,11,"Beja","Beja"
"Beringel","PCTP/MRPP",1.6,1.65,10,"Beja","Beja"
"Beringel","CDS-PP",1.28,1.32,8,"Beja","Beja"
"Beringel","PAN",0.96,0.99,6,"Beja","Beja"
"Beringel","A",0.32,0.33,2,"Beja","Beja"
"Beringel","L",0.32,0.33,2,"Beja","Beja"
"Beringel","IL",0.16,0.16,1,"Beja","Beja"
"Beringel","MPT",0.16,0.16,1,"Beja","Beja"
"Beringel","PNR",0.16,0.16,1,"Beja","Beja"
"Beringel","PPM",0.16,0.16,1,"Beja","Beja"
"Beringel","NC",0,0,0,"Beja","Beja"
"Beringel","PDR",0,0,0,"Beja","Beja"
"Beringel","PTP",0,0,0,"Beja","Beja"
"Cabeça Gorda","PS",43.09,44.42,243,"Beja","Beja"
"Cabeça Gorda","PCP-PEV",36.88,38.03,208,"Beja","Beja"
"Cabeça Gorda","B.E.",5.85,6.03,33,"Beja","Beja"
"Cabeça Gorda","PPD/PSD",3.72,3.84,21,"Beja","Beja"
"Cabeça Gorda","PAN",1.95,2.01,11,"Beja","Beja"
"Cabeça Gorda","CH",1.6,1.65,9,"Beja","Beja"
"Cabeça Gorda","PCTP/MRPP",1.42,1.46,8,"Beja","Beja"
"Cabeça Gorda","CDS-PP",0.89,0.91,5,"Beja","Beja"
"Cabeça Gorda","A",0.71,0.73,4,"Beja","Beja"
"Cabeça Gorda","PNR",0.53,0.55,3,"Beja","Beja"
"Cabeça Gorda","IL",0.18,0.18,1,"Beja","Beja"
"Cabeça Gorda","L",0.18,0.18,1,"Beja","Beja"
"Cabeça Gorda","MPT",0,0,0,"Beja","Beja"
"Cabeça Gorda","NC",0,0,0,"Beja","Beja"
"Cabeça Gorda","PDR",0,0,0,"Beja","Beja"
"Cabeça Gorda","PPM",0,0,0,"Beja","Beja"
"Cabeça Gorda","PTP",0,0,0,"Beja","Beja"
"Nossa Senhora das Neves","PS",41.93,43.47,296,"Beja","Beja"
"Nossa Senhora das Neves","PCP-PEV",29.04,30.1,205,"Beja","Beja"
"Nossa Senhora das Neves","B.E.",8.78,9.1,62,"Beja","Beja"
"Nossa Senhora das Neves","PPD/PSD",7.65,7.93,54,"Beja","Beja"
"Nossa Senhora das Neves","CH",2.41,2.5,17,"Beja","Beja"
"Nossa Senhora das Neves","PCTP/MRPP",2.41,2.5,17,"Beja","Beja"
"Nossa Senhora das Neves","CDS-PP",1.42,1.47,10,"Beja","Beja"
"Nossa Senhora das Neves","PAN",0.99,1.03,7,"Beja","Beja"
"Nossa Senhora das Neves","MPT",0.57,0.59,4,"Beja","Beja"
"Nossa Senhora das Neves","IL",0.42,0.44,3,"Beja","Beja"
"Nossa Senhora das Neves","L",0.28,0.29,2,"Beja","Beja"
"Nossa Senhora das Neves","A",0.14,0.15,1,"Beja","Beja"
"Nossa Senhora das Neves","NC",0.14,0.15,1,"Beja","Beja"
"Nossa Senhora das Neves","PDR",0.14,0.15,1,"Beja","Beja"
"Nossa Senhora das Neves","PNR",0.14,0.15,1,"Beja","Beja"
"Nossa Senhora das Neves","PPM",0,0,0,"Beja","Beja"
"Nossa Senhora das Neves","PTP",0,0,0,"Beja","Beja"
"Santa Clara de Louredo","PS",40.12,41.46,136,"Beja","Beja"
"Santa Clara de Louredo","PCP-PEV",35.69,36.89,121,"Beja","Beja"
"Santa Clara de Louredo","B.E.",8.55,8.84,29,"Beja","Beja"
"Santa Clara de Louredo","PPD/PSD",4.72,4.88,16,"Beja","Beja"
"Santa Clara de Louredo","CH",2.06,2.13,7,"Beja","Beja"
"Santa Clara de Louredo","CDS-PP",1.47,1.52,5,"Beja","Beja"
"Santa Clara de Louredo","PAN",1.47,1.52,5,"Beja","Beja"
"Santa Clara de Louredo","PCTP/MRPP",1.47,1.52,5,"Beja","Beja"
"Santa Clara de Louredo","PNR",0.59,0.61,2,"Beja","Beja"
"Santa Clara de Louredo","A",0.29,0.3,1,"Beja","Beja"
"Santa Clara de Louredo","L",0.29,0.3,1,"Beja","Beja"
"Santa Clara de Louredo","IL",0,0,0,"Beja","Beja"
"Santa Clara de Louredo","MPT",0,0,0,"Beja","Beja"
"Santa Clara de Louredo","NC",0,0,0,"Beja","Beja"
"Santa Clara de Louredo","PDR",0,0,0,"Beja","Beja"
"Santa Clara de Louredo","PPM",0,0,0,"Beja","Beja"
"Santa Clara de Louredo","PTP",0,0,0,"Beja","Beja"
"São Matias","PS",50.2,52.52,125,"Beja","Beja"
"São Matias","B.E.",14.46,15.13,36,"Beja","Beja"
"São Matias","PCP-PEV",13.25,13.87,33,"Beja","Beja"
"São Matias","PPD/PSD",6.43,6.72,16,"Beja","Beja"
"São Matias","CDS-PP",2.81,2.94,7,"Beja","Beja"
"São Matias","CH",2.41,2.52,6,"Beja","Beja"
"São Matias","PAN",2.01,2.1,5,"Beja","Beja"
"São Matias","MPT",1.2,1.26,3,"Beja","Beja"
"São Matias","PCTP/MRPP",1.2,1.26,3,"Beja","Beja"
"São Matias","PNR",0.8,0.84,2,"Beja","Beja"
"São Matias","A",0.4,0.42,1,"Beja","Beja"
"São Matias","IL",0.4,0.42,1,"Beja","Beja"
"São Matias","L",0,0,0,"Beja","Beja"
"São Matias","NC",0,0,0,"Beja","Beja"
"São Matias","PDR",0,0,0,"Beja","Beja"
"São Matias","PPM",0,0,0,"Beja","Beja"
"São Matias","PTP",0,0,0,"Beja","Beja"
"Albernoa e Trindade","PS",42.09,43.77,165,"Beja","Beja"
"Albernoa e Trindade","PCP-PEV",32.4,33.69,127,"Beja","Beja"
"Albernoa e Trindade","PPD/PSD",7.65,7.96,30,"Beja","Beja"
"Albernoa e Trindade","B.E.",5.61,5.84,22,"Beja","Beja"
"Albernoa e Trindade","PCTP/MRPP",3.06,3.18,12,"Beja","Beja"
"Albernoa e Trindade","CH",1.79,1.86,7,"Beja","Beja"
"Albernoa e Trindade","CDS-PP",1.02,1.06,4,"Beja","Beja"
"Albernoa e Trindade","A",0.51,0.53,2,"Beja","Beja"
"Albernoa e Trindade","MPT",0.51,0.53,2,"Beja","Beja"
"Albernoa e Trindade","PAN",0.51,0.53,2,"Beja","Beja"
"Albernoa e Trindade","L",0.26,0.27,1,"Beja","Beja"
"Albernoa e Trindade","PNR",0.26,0.27,1,"Beja","Beja"
"Albernoa e Trindade","PPM",0.26,0.27,1,"Beja","Beja"
"Albernoa e Trindade","PTP",0.26,0.27,1,"Beja","Beja"
"Albernoa e Trindade","IL",0,0,0,"Beja","Beja"
"Albernoa e Trindade","NC",0,0,0,"Beja","Beja"
"Albernoa e Trindade","PDR",0,0,0,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PS",32.57,34.04,1442,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PCP-PEV",20.21,21.13,895,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PPD/PSD",18.02,18.84,798,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","B.E.",11.9,12.44,527,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","CH",3.14,3.28,139,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","CDS-PP",2.8,2.93,124,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PAN",2.51,2.62,111,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","L",1.29,1.35,57,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","IL",0.9,0.94,40,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PCTP/MRPP",0.75,0.78,33,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","A",0.52,0.54,23,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","NC",0.32,0.33,14,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PNR",0.27,0.28,12,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","MPT",0.16,0.17,7,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PPM",0.16,0.17,7,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PTP",0.09,0.09,4,"Beja","Beja"
"Beja (Salvador e Santa Maria da Feira)","PDR",0.07,0.07,3,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PS",32.89,34.45,2163,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PPD/PSD",20.54,21.52,1351,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PCP-PEV",19.43,20.35,1278,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","B.E.",9.99,10.46,657,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","CDS-PP",3.33,3.49,219,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PAN",2.62,2.74,172,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","CH",2.55,2.68,168,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","L",1,1.05,66,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PCTP/MRPP",0.75,0.78,49,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","A",0.65,0.68,43,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","IL",0.59,0.62,39,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PNR",0.47,0.49,31,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","NC",0.18,0.19,12,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PPM",0.18,0.19,12,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","MPT",0.15,0.16,10,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PDR",0.11,0.11,7,"Beja","Beja"
"Beja (Santiago Maior e São João Baptista)","PTP",0.03,0.03,2,"Beja","Beja"
"Salvada e Quintos","PS",41.74,44.01,250,"Beja","Beja"
"Salvada e Quintos","PCP-PEV",31.55,33.27,189,"Beja","Beja"
"Salvada e Quintos","PPD/PSD",6.84,7.22,41,"Beja","Beja"
"Salvada e Quintos","B.E.",6.18,6.51,37,"Beja","Beja"
"Salvada e Quintos","CH",1.84,1.94,11,"Beja","Beja"
"Salvada e Quintos","PCTP/MRPP",1.84,1.94,11,"Beja","Beja"
"Salvada e Quintos","CDS-PP",1.67,1.76,10,"Beja","Beja"
"Salvada e Quintos","PAN",1.34,1.41,8,"Beja","Beja"
"Salvada e Quintos","A",0.67,0.7,4,"Beja","Beja"
"Salvada e Quintos","IL",0.5,0.53,3,"Beja","Beja"
"Salvada e Quintos","L",0.33,0.35,2,"Beja","Beja"
"Salvada e Quintos","NC",0.17,0.18,1,"Beja","Beja"
"Salvada e Quintos","PDR",0.17,0.18,1,"Beja","Beja"
"Salvada e Quintos","MPT",0,0,0,"Beja","Beja"
"Salvada e Quintos","PNR",0,0,0,"Beja","Beja"
"Salvada e Quintos","PPM",0,0,0,"Beja","Beja"
"Salvada e Quintos","PTP",0,0,0,"Beja","Beja"
